Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Issuing Agency,Violation Location,Violation Precinct,Issuer Precinct,Violation Time,Date First Observed,Law Section,Sub Division,Vehicle Year,Feet From Curb
GDR6073,NY,PAS,11/19/2016,38,T,1.0,1,1,1019A,0,408,h1,2002,0
GRZ1934,NY,PAS,07/27/2016,31,T,20.0,20,20,0303P,0,408,l3,2013,0
KGP1166,PA,PAS,06/04/2017,14,T,19.0,19,19,1220P,0,408,c,0,0
GHR1050,NY,PAS,06/12/2017,21,T,6.0,6,6,0932A,0,408,d1,2002,0
DTG6286,NY,PAS,11/23/2016,21,T,72.0,72,72,0922A,0,408,d1,2014,0
97036JE,NY,COM,01/23/2017,47,T,13.0,13,13,0942A,0,408,l2,1990,0
GNG1097,TX,PAS,07/15/2016,14,T,23.0,23,23,0608A,0,408,c,0,0
2330830,ME,PAS,03/06/2017,14,T,104.0,104,104,0334P,0,408,c,0,0
GTC5499,NY,PAS,07/20/2016,21,T,47.0,47,47,0846A,0,408,d1,2014,0
GDE5084,NY,PAS,08/17/2016,40,T,122.0,122,122,0837A,0,408,e2,1996,4
809RGE,FL,PAS,01/11/2017,21,T,90.0,90,90,0944A,0,408,d1,0,0
HGF2284,NY,PAS,11/14/2016,20,T,75.0,75,75,0937A,0,408,d,2003,0
GXY1094,NY,PAS,03/03/2017,21,T,23.0,23,23,0814A,0,408,d1,2013,0
EWV3891,NY,PAS,10/26/2016,37,T,102.0,102,102,0537P,0,408,h1,2015,0
28606MH,NY,COM,08/19/2016,48,P,7.0,7,7,0958A,0,408,C3,2015,0
83317ME,NY,COM,09/27/2016,14,T,14.0,14,14,1140A,0,408,c,2005,0
DEP4792,NC,PAS,07/15/2016,14,S,67.0,67,0,0737A,0,408,D1,0,0
GYK6894,NY,PAS,05/22/2017,38,T,66.0,66,66,1147A,0,408,h1,2004,0
W468KH,IA,PAS,02/04/2017,38,T,24.0,24,24,0808A,0,408,h1,0,0
FLN2294,NY,PAS,04/12/2017,40,T,75.0,75,75,0208A,0,408,e2,2012,0
3MD9721,MD,PAS,10/11/2016,40,T,115.0,115,115,0359P,0,408,e2,0,3
DYBL66,FL,PAS,08/09/2016,46,T,47.0,47,47,0852P,0,408,f1,0,0
XBYG52,NJ,PAS,05/12/2017,14,T,14.0,14,14,0715A,0,408,c,0,0
37489BB,NY,OMR,06/12/2017,46,T,68.0,68,68,0216P,0,408,f1,2008,0
HHU3520,NY,PAS,09/06/2016,38,T,70.0,70,70,1015A,0,408,h1,2016,0
91656MC,NY,COM,04/28/2017,40,T,9.0,9,9,0417P,0,408,e2,2012,4
33049MJ,NY,COM,02/01/2017,14,T,19.0,19,19,0306P,0,408,c,2017,0
92638JU,NY,COM,01/25/2017,14,T,18.0,18,18,0337P,0,408,c,2006,0
VUE95C,NJ,PAS,12/06/2016,14,T,7.0,7,7,0711A,0,408,c,0,0
EMK4874,NY,PAS,03/21/2017,38,T,49.0,49,49,0213P,0,408,h1,2014,0
HDS6837,NY,PAS,09/29/2016,40,T,114.0,114,114,0551A,0,408,e2,2016,5
GEL1224,NY,PAS,11/17/2016,21,T,26.0,26,26,1107A,0,408,d1,0,0
82216MG,NY,COM,11/04/2016,16,T,19.0,19,19,0347P,0,408,k2,2012,0
IV763,RI,PAS,02/15/2017,21,T,108.0,108,108,1127A,0,408,d1,0,0
14482JY,NY,COM,03/27/2017,14,T,33.0,33,33,0139P,0,408,c,2007,0
96169MA,NY,COM,03/20/2017,46,T,28.0,28,28,0111P,0,408,F1,2012,0
HNY4785,NY,PAS,04/27/2017,20,T,49.0,49,49,0139A,0,408,d,2005,0
GVV5894,NY,PAS,02/18/2017,14,T,113.0,113,113,0215A,0,408,c,2003,0
HBX9472,NY,PAS,02/02/2017,37,T,102.0,102,102,0230P,20170202,408,h1,2008,0
GTS1802,NY,PAS,10/28/2016,21,T,72.0,72,72,0917A,0,408,d1,2014,0
890GGL,CT,PAS,08/08/2016,74,T,105.0,105,105,0742A,0,408,j2,0,0
992AAJ,NY,RGL,03/24/2017,70,T,120.0,120,120,0916A,0,408,j3,2001,0
63044JM,NY,COM,05/12/2017,46,T,20.0,20,20,1151A,0,408,F1,1988,0
27579LV,NY,OML,11/05/2016,11,P,14.0,14,0,0438P,0,408,K6,2016,0
DHE4730,NY,PAS,11/09/2016,20,T,108.0,108,108,1128A,0,408,d,2016,0
JGP8110,PA,PAS,12/28/2016,37,T,43.0,43,43,0113P,0,408,h1,0,0
33115MH,NY,COM,05/18/2017,16,T,1.0,1,1,0105P,0,408,k2,2016,0
AMB8832,NY,PAS,06/22/2017,38,T,68.0,68,68,1234P,0,408,h1,2017,0
DLE9297,NY,PAS,05/30/2017,21,T,90.0,90,90,0920A,0,408,d1,2016,0
UYZ60B,NJ,PAS,12/16/2016,20,T,1.0,1,1,0936A,0,408,d,0,0
G78HCS,NJ,PAS,03/27/2017,20,T,67.0,67,67,1158A,0,408,d,0,0
T735560C,NY,OMT,04/27/2017,9,T,1.0,1,1,0437P,0,408,e1,2015,0
5ADNG8,CT,PAS,10/10/2016,20,T,50.0,50,50,0524P,0,408,d,0,0
BKA5837,NC,PAS,11/23/2016,53,T,73.0,73,73,0740A,0,408,f6,0,0
CDZ3487,GA,PAS,08/23/2016,20,T,66.0,66,66,0109P,0,408,d,0,0
AH13923,AZ,PAS,05/17/2017,18,T,19.0,19,19,0743A,0,408,f4,0,0
BCY9455,NY,PAS,02/24/2017,21,S,72.0,72,0,0740A,0,408,D1,2010,0
69540MG,NY,COM,10/07/2016,46,T,19.0,19,19,0246P,0,408,F1,2015,0
GDX8142,NY,PAS,03/28/2017,83,P,68.0,68,68,0645P,0,408,J7,1995,0
20TLR43894,ME,PAS,12/10/2016,66,S,42.0,42,0,0908A,0,408,D1,0,0
ECB3103,NY,PAS,10/04/2016,38,T,70.0,70,70,0114P,0,408,h1,2013,0
HFB2537,NY,PAS,08/07/2016,74,P,52.0,52,52,0307A,0,408,D,2011,0
GZJ2498,NY,PAS,11/15/2016,21,T,70.0,70,70,1205P,0,408,d1,2015,0
HKM3910,NY,PAS,06/26/2017,20,T,102.0,102,102,1001A,0,408,d,2017,0
GTD7497,NY,PAS,08/15/2016,70,T,122.0,122,122,0820A,0,408,j3,2014,0
T707434C,NY,OMT,04/01/2017,21,T,61.0,61,61,0755A,0,408,d1,2014,0
GZD6061,NY,PAS,01/26/2017,38,T,112.0,112,112,0851P,0,408,h1,2009,0
HFA4346,NY,PAS,01/24/2017,31,T,18.0,18,18,0318P,0,408,l3,2016,0
GNZ6413,NY,PAS,08/15/2016,16,T,34.0,34,34,0708A,0,408,k2,2014,0
T709218C,NY,OMT,01/23/2017,38,T,70.0,70,70,0300P,0,408,h1,2015,0
TANER,NY,SRF,08/18/2016,21,T,62.0,62,62,0949A,0,408,d1,2015,0
M354402,NJ,PAS,05/17/2017,38,T,63.0,63,63,0210P,0,408,h1,0,0
EXH4876,NY,PAS,12/12/2016,38,T,112.0,112,112,0233P,0,408,h1,2004,0
XU679A,99,COM,07/02/2016,78,P,79.0,79,79,0940P,0,408,F1,0,0
EHJ8846,NY,PAS,08/22/2016,40,T,20.0,20,20,0641A,0,408,e2,2005,7
PT9387V,PA,PAS,11/23/2016,40,P,1.0,1,0,0557P,0,408,E2,0,0
75587ME,NY,COM,10/24/2016,48,T,1.0,1,1,0140P,0,408,e9,2005,0
HCE1741,NY,PAS,09/26/2016,21,T,77.0,77,77,0951A,0,408,d1,2015,0
83DUT,NJ,PAS,08/25/2016,21,S,83.0,83,0,0829A,0,408,D1,0,0
GGH2410,NY,PAS,04/21/2017,67,P,114.0,114,114,1120P,0,408,C3,2015,0
HKM6050,NY,PAS,05/18/2017,21,T,72.0,72,72,1158A,0,408,d1,2009,0
GJZ4903,NY,PAS,02/04/2017,71,T,81.0,81,81,0922A,0,408,j6,1996,0
HKZ2507,NY,PAS,03/26/2017,70,T,48.0,48,48,1144A,0,408,j3,2004,0
GUK3620,NY,PAS,04/26/2017,40,T,66.0,66,66,0235A,0,408,e2,2015,0
GXV1852,NY,PAS,10/22/2016,98,P,106.0,106,106,0156P,0,408,F1,1998,0
K66GVX,NJ,PAS,01/04/2017,37,T,70.0,70,70,0431P,0,408,h1,0,0
FSH3637,NY,PAS,11/15/2016,40,P,45.0,45,45,0154A,0,408,E2,2016,0
24362MH,NY,COM,06/06/2017,46,P,18.0,18,18,1215A,0,408,F1,2016,0
GGP4916,NY,PAS,07/15/2016,46,T,103.0,103,103,0752A,0,408,f1,2010,0
96549MJ,NY,COM,06/15/2017,20,T,10.0,10,10,0123P,0,408,d,2016,0
58917MG,NY,COM,10/19/2016,14,T,33.0,33,33,1255P,0,408,c,2015,0
83404MG,NY,COM,07/08/2016,42,T,1.0,1,1,0949A,0,408,h1,2015,0
80464MD,NY,COM,11/23/2016,78,T,6.0,6,6,1053P,0,408,k6,2007,0
20319TC,NY,TRA,08/15/2016,38,T,110.0,110,110,1204P,0,408,h1,2007,0
HDV4755,NY,PAS,05/09/2017,68,T,88.0,88,88,1240P,0,408,a1,2004,0
21154PC,NY,IRP,10/12/2016,69,T,14.0,14,14,0831A,0,408,h1,2013,0
90931MJ,NY,COM,02/27/2017,46,P,19.0,19,401,1151A,0,408,F1,2017,0
M96ERY,NJ,PAS,05/15/2017,21,T,50.0,50,50,0841A,0,408,d1,0,0
HFR1495,NY,PAS,11/11/2016,48,T,30.0,30,30,0318P,0,408,e9,2014,0
HFB1275,NY,PAS,03/19/2017,71,T,121.0,121,121,0847A,0,408,j6,2016,0
20634MB,NY,COM,04/14/2017,69,T,5.0,5,5,0908A,0,408,h1,2015,0
S68GMW,NJ,PAS,02/14/2017,40,T,23.0,23,23,1147A,0,408,e2,0,5
ANK1374,NY,PAS,08/31/2016,40,T,42.0,42,42,1142P,0,408,e2,2008,5
21815BB,NY,OMR,05/25/2017,77,T,61.0,61,61,0924A,0,408,m5,2009,0
HEE7134,NY,PAS,04/29/2017,71,T,70.0,70,70,0234P,0,408,j6,2016,0
M25GZZ,NJ,PAS,12/11/2016,40,T,60.0,60,60,0731A,0,408,e2,0,4
FMG5302,NY,PAS,01/12/2017,53,P,107.0,107,107,0603A,0,408,C3,2008,0
HGR4648,NY,PAS,12/07/2016,20,T,42.0,42,42,0644A,0,408,d,2005,0
R18668,MA,COM,10/25/2016,14,T,1.0,1,1,0942A,0,408,c,0,0
55063MB,NY,COM,08/01/2016,46,T,45.0,45,45,0300P,20160801,408,F1,2011,0
FMJ8268,NY,PAS,03/25/2017,14,P,79.0,79,79,1149A,0,408,J2,2007,0
66818MJ,NY,COM,03/24/2017,82,T,75.0,75,75,0210A,0,408,k1,2001,0
GYR7487,NY,OMS,07/07/2016,37,T,13.0,13,13,0239P,0,408,h1,2015,0
49737JG,NY,COM,04/27/2017,14,T,14.0,14,14,0123P,0,408,c,1998,0
EKM3069,NY,PAS,08/13/2016,37,T,100.0,100,100,0348P,0,408,h1,2001,0
ENE1878,NY,PAS,09/16/2016,71,T,19.0,19,19,0834A,0,408,j6,2009,0
821ZPM,CT,PAS,04/30/2017,14,T,17.0,17,17,1045A,0,408,c,0,0
FDJ8815,NY,PAS,05/08/2017,21,T,68.0,68,68,0741A,0,408,d1,2011,0
58652JL,NY,COM,10/07/2016,21,T,102.0,102,102,1211P,0,408,d1,2009,0
AS734R,NJ,PAS,04/28/2017,19,T,115.0,115,115,0343A,0,408,c3,0,0
EPW5505,NY,PAS,04/29/2017,70,T,109.0,109,109,1214P,0,408,j3,2007,0
61077MC,NY,COM,10/31/2016,69,T,13.0,13,13,1207P,0,408,h1,2012,0
83189MB,NY,COM,10/06/2016,42,T,18.0,18,18,0131P,0,408,h1,2012,0
7SQV079,CA,PAS,08/29/2016,46,P,88.0,88,88,0948A,20160829,408,F1,0,0
GZR9719,NY,PAS,04/23/2017,19,T,45.0,45,45,0949P,0,408,c3,2007,0
GNS3886,NY,OMS,10/10/2016,70,T,19.0,19,19,0133P,0,408,j3,2016,0
85987MD,NY,CMH,08/15/2016,40,T,33.0,33,33,0125P,0,408,e2,2015,0
GDR4731,NY,PAS,01/20/2017,21,T,61.0,61,61,1015A,0,408,d1,2016,0
F11GYR,NJ,PAS,11/04/2016,20,T,52.0,52,52,0858A,0,408,d,0,0
HDG3408,NY,PAS,12/29/2016,38,T,50.0,50,50,0426P,0,408,h1,2011,0
41680JV,NY,COM,10/12/2016,42,T,14.0,14,14,0146P,0,408,h1,2006,0
95503MG,NY,COM,07/26/2016,37,T,19.0,19,19,0128P,0,408,h1,0,0
GUM7335,NY,PAS,04/05/2017,14,T,73.0,73,73,0708A,0,408,c,2017,0
GMD3881,NY,PAS,04/07/2017,21,T,114.0,114,114,0836A,0,408,d1,2013,0
34059MD,NY,COM,04/06/2017,21,T,19.0,19,19,1008A,0,408,d1,2015,0
HFG7856,NY,PAS,07/06/2016,71,T,105.0,105,105,0214P,0,408,j6,2006,0
251HNM,NJ,PAS,06/07/2017,40,P,9.0,9,804,0635P,20170607,408,F2,1995,0
T682471C,NY,PAS,07/03/2016,40,P,75.0,75,75,0235A,0,408,99,2013,0
GEJ7294,NY,PAS,08/09/2016,21,T,108.0,108,108,1138A,0,408,d1,2013,0
EXP8255,NY,PAS,05/10/2017,16,T,20.0,20,20,0221P,0,408,k2,2010,0
11275MJ,NY,COM,04/05/2017,46,T,7.0,7,7,1124A,0,408,F1,2016,0
HHY2050,NY,PAS,09/12/2016,74,T,102.0,102,102,1009A,0,408,j2,2003,0
HLE7940,NY,OMS,01/19/2017,21,T,83.0,83,83,0915A,0,408,d1,2015,0
GMJ3415,NY,PAS,03/21/2017,21,T,62.0,62,62,1057A,0,408,d1,2014,0
T638328C,NY,OMT,08/31/2016,38,T,90.0,90,90,0310P,0,408,h1,2014,0
27836MJ,NY,COM,01/31/2017,46,P,34.0,34,34,0753A,0,408,F1,2016,0
XDJG16,NJ,PAS,03/15/2017,46,P,43.0,43,43,0614P,0,408,F1,2004,0
99384MD,NY,COM,06/20/2017,38,T,20.0,20,20,1254P,0,408,h1,2009,0
1ABBK1,CT,PAS,09/20/2016,14,T,105.0,105,105,0653A,0,408,c,0,0
55603JZ,NY,COM,09/29/2016,70,T,109.0,109,109,0123A,0,408,j3,2001,0
BTD1652,NY,PAS,08/13/2016,71,T,50.0,50,50,1011A,0,408,j6,1993,0
1ARST9,CT,PAS,05/15/2017,37,T,19.0,19,19,0332P,20170515,408,h1,0,0
AZM5305,NY,PAS,02/23/2017,38,T,61.0,61,61,0127P,0,408,h1,2016,0
GXS2745,NY,PAS,09/02/2016,71,T,114.0,114,114,0903A,0,408,j6,2004,0
BLANKPLATE,99,999,12/15/2016,46,T,5.0,5,5,0319P,0,408,f1,0,0
HDF4465,NY,PAS,07/02/2016,20,P,13.0,13,13,0910A,0,408,E1,2012,0
A16GCM,NJ,PAS,08/19/2016,14,T,10.0,10,10,0529P,0,408,c,0,0
12201MG,NY,COM,05/01/2017,46,T,19.0,19,19,1209P,0,408,F1,0,0
AS643P,NJ,PAS,01/16/2017,38,T,114.0,114,114,0818A,0,408,h1,0,0
EVB4020,NY,PAS,11/10/2016,71,T,115.0,115,115,1153A,0,408,j6,2015,0
CDJ9024,GA,PAS,06/17/2017,37,T,63.0,63,63,0230P,20170617,408,h1,0,0
XDKS48,NJ,PAS,02/01/2017,38,T,6.0,6,6,0408P,0,408,h1,0,0
93310JT,NY,COM,04/26/2017,10,T,19.0,19,19,0539P,0,408,b,2005,0
73990MC,NY,COM,11/02/2016,9,T,32.0,32,32,0523P,0,408,e1,0,0
GWD2696,NY,PAS,06/20/2017,21,T,70.0,70,70,0140A,0,408,d1,2015,0
GPK9765,NY,PAS,11/08/2016,98,P,70.0,70,70,0536A,0,408,E5,2014,0
GGP9942,NY,PAS,10/04/2016,46,T,43.0,43,43,0228P,0,408,f1,2010,0
63045JM,NY,COM,10/26/2016,14,T,14.0,14,14,0924A,0,408,c,1988,0
HGL4389,NY,PAS,10/18/2016,38,T,70.0,70,70,1022A,0,408,h1,2016,0
GVB8854,NY,PAS,04/05/2017,38,T,104.0,104,104,0351P,0,408,h1,1997,0
GER1082,NY,PAS,02/17/2017,21,T,19.0,19,19,0938A,0,408,d1,2013,0
HGU6001,NY,PAS,10/20/2016,19,P,70.0,70,70,0359A,0,408,E3,2015,0
R79HKR,NJ,PAS,06/25/2017,14,T,14.0,14,14,0455P,0,408,c,0,0
X91FBR,NJ,PAS,11/30/2016,37,T,109.0,109,109,0509P,20161130,408,h1,0,0
HHK8373,NY,PAS,12/24/2016,37,T,19.0,19,19,0158P,0,408,h1,2016,0
GEJ9937,NY,PAS,09/15/2016,21,T,90.0,90,90,1127A,0,408,d1,2016,0
XDFJ29,NJ,PAS,10/21/2016,19,T,19.0,19,19,0623A,0,408,c3,0,0
HMV1976,NY,PAS,02/18/2017,38,T,108.0,108,108,0216P,0,408,h1,2017,0
ZHC1905,PA,PAS,12/14/2016,38,T,83.0,83,83,0433P,0,408,h1,0,0
CZT5332,NY,PAS,03/03/2017,31,T,13.0,13,13,1211P,0,408,l3,2017,0
HMU4676,NY,PAS,11/28/2016,21,T,42.0,42,42,0818A,0,408,d1,2015,0
ZHF6133,NY,ITP,05/18/2017,21,T,81.0,81,81,1133A,0,408,d1,0,0
DM9333,NC,PAS,06/07/2017,40,T,104.0,104,104,0908A,0,408,e2,0,5
GEA1746,NY,PAS,02/05/2017,40,T,84.0,84,84,1104A,0,408,e2,2015,7
27978MH,NY,COM,09/23/2016,46,P,23.0,23,23,1159A,0,408,E5,2016,0
V78GXU,NJ,PAS,11/21/2016,67,P,43.0,43,43,0442A,0,408,F2,2016,0
R39HDE,NJ,PAS,12/18/2016,14,T,14.0,14,14,0200P,0,408,c,0,0
AS736T,NJ,PAS,07/07/2016,69,T,14.0,14,14,1042A,0,408,h1,0,0
22600JX,NY,COM,09/20/2016,71,T,121.0,121,121,0429P,0,408,j6,2006,0
XAHW63,NJ,PAS,05/01/2017,84,T,14.0,14,14,0901A,0,408,k7,0,0
GPU1853,NY,PAS,08/25/2016,71,T,102.0,102,102,0808A,0,408,j6,2004,0
R69HLU,NJ,PAS,03/01/2017,37,T,19.0,19,19,0322P,20170301,408,h1,0,0
E63S,NY,PAS,01/24/2017,20,T,28.0,28,28,0500P,0,408,d,0,0
36741JS,NY,COM,09/21/2016,37,T,10.0,10,10,0148P,20160921,408,h1,2004,0
T679718C,NY,PAS,02/04/2017,98,P,75.0,75,75,0302P,0,408,F2,2015,0
HLK7571,NY,PAS,12/14/2016,71,T,120.0,120,120,0956A,0,408,j6,1996,0
HEA6942,NY,PAS,11/17/2016,38,T,52.0,52,52,1256P,0,408,h1,2016,0
HAZ8365,NY,PAS,07/01/2016,19,T,63.0,63,63,0500P,0,408,c3,2016,0
24322MH,NY,COM,12/08/2016,46,T,26.0,26,26,0135P,0,408,F1,2015,0
VFL8579,VA,PAS,09/09/2016,31,T,14.0,14,14,0603P,0,408,l3,0,0
710NPX,FL,PAS,09/16/2016,21,T,61.0,61,61,0841A,0,408,d1,0,0
229FY3,MA,PAS,09/20/2016,14,T,32.0,32,32,1057P,0,408,c,0,0
96400MH,NY,COM,09/26/2016,40,T,72.0,72,72,1216P,0,408,e2,2004,5
XV120P,NJ,PAS,10/03/2016,10,T,19.0,19,19,0837A,0,408,b,0,0
2243502,IN,PAS,07/28/2016,50,T,24.0,24,24,0334P,0,408,e5,0,0
45494MJ,NY,COM,03/16/2017,14,T,1.0,1,1,0342P,0,408,c,2017,0
XBGV20,NJ,PAS,02/23/2017,14,T,19.0,19,19,0824A,0,408,c,0,0
94907JA,NY,COM,10/18/2016,18,T,46.0,46,46,1011A,0,408,f4,2001,0
FWG8672,NY,PAS,08/06/2016,14,T,49.0,49,49,0829P,0,408,c,2012,0
GAW9765,NY,PAS,02/02/2017,31,T,17.0,17,17,0437P,0,408,l3,2015,0
DLJ3764,NY,PAS,09/14/2016,71,T,109.0,109,109,1237P,0,408,j6,2006,0
GKY1138,NY,PAS,08/18/2016,71,T,63.0,63,63,0305A,0,408,j6,2011,0
HDD6103,NY,PAS,03/27/2017,37,T,109.0,109,109,1151A,0,408,h1,0,0
27291BB,NY,OMR,06/21/2017,14,T,109.0,109,109,0822A,0,408,c,2014,0
HLG9932,NY,PAS,12/16/2016,21,S,60.0,60,0,0909A,0,408,D1,2013,0
FHG3983,NY,PAS,12/21/2016,14,T,90.0,90,90,0712A,0,408,c,2001,0
HKP7161,NY,PAS,10/11/2016,21,T,94.0,94,94,1258P,0,408,d1,2014,0
HKM6205,NY,PAS,05/25/2017,20,T,115.0,115,115,0002A,0,408,d,2008,0
CPH4458,NY,PAS,10/19/2016,38,T,112.0,112,112,0758P,0,408,h1,2002,0
GTM3648,NY,PAS,11/01/2016,71,T,62.0,62,62,1228P,0,408,j6,2014,0
GZM7264,NY,PAS,02/21/2017,38,T,1.0,1,1,1129A,0,408,h1,2016,0
HKH6295,NY,PAS,04/26/2017,46,T,48.0,48,48,0855P,0,408,f1,2002,0
ERV6007,NY,PAS,01/25/2017,38,T,52.0,52,52,0107P,0,408,h1,2008,0
XP100Y,NJ,PAS,03/24/2017,46,T,6.0,6,6,0116P,0,408,F1,0,0
HGW1890,NY,PAS,03/31/2017,21,T,94.0,94,94,0155A,0,408,d1,1975,0
GVV7569,NY,PAS,02/16/2017,40,T,102.0,102,102,0421A,0,408,e2,2015,0
GMH7748,NY,PAS,11/29/2016,37,T,109.0,109,109,0246P,0,408,h1,2008,0
56041MC,NY,COM,07/22/2016,37,T,19.0,19,19,1225P,20160722,408,h1,2012,0
HHS4746,NY,PAS,02/20/2017,38,T,83.0,83,83,0159P,0,408,h1,2001,0
ECW3870,NC,PAS,07/29/2016,21,T,109.0,109,109,0725A,0,408,d1,0,0
2211680,WY,PAS,04/29/2017,37,T,19.0,19,19,1107A,0,408,h1,0,0
HDS8157,NY,PAS,08/12/2016,14,T,108.0,108,108,0410P,0,408,c,2015,0
FLP4602,NY,PAS,08/31/2016,71,T,114.0,114,114,1000A,0,408,j6,2003,0
HDE4664,NY,OMS,04/22/2017,14,T,7.0,7,7,0123P,0,408,c,2017,0
GWD7604,NY,PAS,03/09/2017,21,T,109.0,109,109,0837A,0,408,d1,2015,0
HHY6778,NY,PAS,02/27/2017,38,T,106.0,106,106,0544P,0,408,h1,2005,0
DTE9455,NY,PAS,02/07/2017,20,T,103.0,103,103,0142P,0,408,d,2008,0
GEX5772,NY,PAS,08/20/2016,16,T,47.0,47,47,0710A,0,408,k2,2001,0
FYA8635,NY,PAS,05/05/2017,46,P,46.0,46,46,0846P,0,408,F1,2011,0
HEE2911,NY,PAS,12/21/2016,40,T,41.0,41,41,0607A,0,408,e2,2008,5
A5810N,NJ,PAS,03/23/2017,19,P,18.0,18,18,0710A,0,408,C,0,0
WINZER2,NY,COM,11/07/2016,14,T,18.0,18,18,0920A,0,408,c,2008,0
2LS287,MA,PAS,02/21/2017,40,T,26.0,26,26,0725A,0,408,e2,0,3
AT462E,NJ,PAS,05/17/2017,24,T,13.0,13,13,1026A,0,408,d5,0,0
GHF3972,NY,PAS,08/14/2016,24,T,47.0,47,47,0842A,0,408,d5,2013,0
XCGZ60,NJ,PAS,01/11/2017,16,T,1.0,1,1,0203P,0,408,k2,0,0
74632JX,NY,COM,02/03/2017,14,T,103.0,103,103,1142A,0,408,c,2007,0
ECR2708,NY,PAS,11/09/2016,37,T,109.0,109,109,0309P,0,408,h1,2014,0
66466MJ,NY,COM,02/23/2017,46,T,108.0,108,108,0247P,0,408,f1,2006,0
GYU7430,NY,PAS,10/06/2016,71,P,24.0,24,24,0425A,0,408,D,2013,0
DKV5767,NC,PAS,07/16/2016,61,T,104.0,104,104,0154A,0,408,m1,0,0
GRT4308,NY,PAS,10/11/2016,20,T,25.0,25,25,0437P,0,408,d,2006,0
GTD8046,NY,PAS,12/05/2016,98,P,94.0,94,94,0655P,0,408,J2,2014,0
BEIG66,FL,PAS,08/18/2016,38,T,62.0,62,62,0454P,0,408,h1,0,0
HAU3745,NY,PAS,06/12/2017,37,T,50.0,50,50,0400P,0,408,h1,2015,0
FRY3600,NY,PAS,09/21/2016,14,T,48.0,48,48,0807A,0,408,c,2011,0
AWE5646,NY,PAS,08/22/2016,17,P,20.0,20,0,0515P,0,408,C4,2005,0
FBL8359,NY,PAS,02/04/2017,37,T,78.0,78,78,1104A,0,408,h1,2016,0
GZE2999,NY,PAS,01/11/2017,21,T,69.0,69,69,0941A,0,408,d1,0,0
12038MJ,NY,COM,09/16/2016,20,T,84.0,84,84,0224P,20160916,408,d,0,0
H51HEH,NJ,PAS,05/10/2017,40,T,120.0,120,120,0827A,0,408,e2,0,7
J35ENZ,NJ,PAS,05/25/2017,24,T,77.0,77,77,0729A,0,408,d5,0,0
GGF8486,NY,PAS,08/26/2016,38,T,66.0,66,66,1138A,0,408,h1,2005,0
HST9539,PA,PAS,11/11/2016,40,P,9.0,9,9,0145A,0,408,D,0,0
FL139AAA,IN,PAS,09/09/2016,21,T,20.0,20,20,1111A,0,408,d1,0,0
FRX9621,NY,PAS,10/12/2016,38,T,62.0,62,62,0207P,0,408,h1,2014,0
HBX1953,NY,PAS,10/14/2016,21,T,103.0,103,103,1221P,0,408,d1,1997,0
XCVM71,NJ,PAS,11/15/2016,16,T,5.0,5,5,1148A,0,408,k2,0,0
Y67LAI,FL,PAS,08/16/2016,21,T,79.0,79,79,0816A,0,408,d1,0,0
EUH7893,NY,PAS,10/31/2016,38,T,62.0,62,62,0511P,0,408,h1,2009,0
77940JW,NY,COM,10/03/2016,14,T,23.0,23,23,0901A,0,408,c,2007,0
HDD5151,NY,PAS,02/02/2017,20,T,112.0,112,112,0747P,0,408,d,2002,0
HKB8792,NY,PAS,05/30/2017,21,T,44.0,44,44,0947A,0,408,d1,2009,0
82932ME,NY,COM,11/07/2016,14,T,18.0,18,18,0853A,0,408,c,2006,0
HES7082,NY,PAS,02/06/2017,21,T,46.0,46,46,0840A,0,408,d1,0,0
MPR109,NY,ORC,01/12/2017,70,S,75.0,75,0,1240A,0,408,D1,2008,0
25453MJ,NY,COM,02/21/2017,14,P,18.0,18,18,0830A,0,408,E2,0,0
HHG5262,NY,PAS,11/17/2016,67,P,110.0,110,110,0315A,0,408,F2,2002,0
60394MD,NY,COM,04/04/2017,38,T,46.0,46,46,0212P,0,408,h1,2010,0
CEG5050,NY,PAS,06/08/2017,38,T,111.0,111,111,0150P,0,408,h1,2003,0
60904ME,NY,COM,10/27/2016,37,T,9.0,9,9,0231P,20161027,408,h1,2014,0
FPJ6208,NY,PAS,07/21/2016,21,T,24.0,24,24,0936A,0,408,d1,2014,0
HCE1093,NY,PAS,11/05/2016,40,T,68.0,68,68,0724A,0,408,e2,2016,5
83487ME,99,COM,09/26/2016,53,P,1.0,1,401,0900A,0,408,C,2004,0
X0L554,IN,PAS,04/20/2017,31,T,13.0,13,13,1246P,0,408,l3,0,0
B76FVK,NJ,PAS,02/18/2017,38,T,18.0,18,18,0426P,0,408,h1,0,0
HCR4430,NY,PAS,04/04/2017,20,T,108.0,108,108,0501P,0,408,d,2015,0
HJJ1774,NY,PAS,03/20/2017,38,T,84.0,84,84,1026A,0,408,h1,2013,0
427DRI,MA,PAS,02/19/2017,19,P,50.0,50,50,0930P,0,408,C3,0,0
77941JW,NY,COM,02/11/2017,46,T,24.0,24,24,1010A,0,408,F1,2007,0
HHA7632,NY,PAS,12/20/2016,20,T,70.0,70,70,0216P,0,408,d,2016,0
CPL7545,NY,PAS,04/01/2017,61,T,105.0,105,105,0932A,0,408,m1,0,0
YART024,OR,PAS,07/21/2016,14,T,1.0,1,1,1247P,0,408,c,0,0
AG12416,CT,PAS,04/21/2017,46,P,60.0,60,60,1039A,0,408,F1,0,0
